age,gender,category,size,subscription_status,discount_applied
41,Male,Footwear,L,No,No
26,Male,Footwear,L,No,No
48,Male,Footwear,S,No,No
62,Male,Clothing,M,No,No
24,Male,Accessories,M,No,No
48,Male,Outerwear,L,No,No
31,Male,Clothing,M,No,No
41,Male,Clothing,L,No,No
24,Male,Clothing,L,No,No
60,Male,Clothing,XL,No,No
38,Male,Accessories,M,No,No
58,Male,Accessories,L,No,No
53,Male,Accessories,M,No,No
44,Male,Accessories,XL,No,No
51,Male,Accessories,M,No,No
36,Male,Outerwear,XL,No,No
20,Male,Clothing,M,No,No
32,Male,Accessories,S,No,No
66,Male,Clothing,L,No,No
49,Male,Clothing,M,No,No
27,Male,Clothing,L,No,No
29,Male,Clothing,M,No,No
29,Male,Outerwear,L,No,No
55,Male,Outerwear,L,No,No
57,Male,Clothing,L,No,No
29,Male,Clothing,M,No,No
31,Male,Clothing,L,No,No
25,Male,Accessories,M,No,No
61,Male,Accessories,M,No,No
53,Male,Footwear,L,No,No
22,Male,Footwear,M,No,No
28,Male,Clothing,XL,No,No
18,Male,Footwear,S,No,No
44,Male,Accessories,S,No,No
32,Male,Clothing,XL,No,No
34,Male,Accessories,L,No,No
67,Male,Clothing,L,No,No
66,Male,Clothing,L,No,No
28,Male,Accessories,M,No,No
70,Male,Clothing,M,No,No
37,Male,Footwear,L,No,No
28,Male,Outerwear,M,No,No
43,Male,Clothing,S,No,No
37,Male,Clothing,L,No,No
54,Male,Accessories,M,No,No
50,Male,Accessories,L,No,No
46,Male,Accessories,M,No,No
60,Male,Clothing,M,No,No
40,Male,Accessories,L,No,No
64,Male,Outerwear,M,No,No
18,Male,Outerwear,XL,No,No
37,Male,Clothing,L,No,No
36,Male,Accessories,L,No,No
51,Male,Accessories,S,No,No
26,Male,Clothing,L,No,No
68,Male,Accessories,M,No,No
27,Male,Accessories,L,No,No
28,Male,Clothing,L,No,No
49,Male,Accessories,M,No,No
70,Male,Clothing,S,No,No
30,Male,Accessories,M,No,No
27,Male,Footwear,L,No,No
19,Male,Clothing,L,No,No
64,Male,Clothing,M,No,No
42,Male,Accessories,XL,No,No
69,Male,Clothing,M,No,No
28,Male,Footwear,L,No,No
47,Male,Outerwear,M,No,No
69,Male,Clothing,L,No,No
56,Male,Footwear,XL,No,No
28,Male,Footwear,M,No,No
50,Male,Footwear,M,No,No
39,Male,Outerwear,S,No,No
35,Male,Accessories,L,No,No
59,Male,Outerwear,L,No,No
44,Male,Footwear,M,No,No
66,Male,Clothing,L,No,No
20,Male,Clothing,M,No,No
45,Male,Clothing,M,No,No
49,Male,Accessories,S,No,No
60,Male,Accessories,L,No,No
61,Male,Accessories,S,No,No
36,Male,Accessories,XL,No,No
33,Male,Clothing,M,No,No
49,Male,Footwear,L,No,No
31,Male,Outerwear,M,No,No
19,Male,Accessories,M,No,No
39,Male,Footwear,S,No,No
66,Male,Footwear,S,No,No
25,Male,Clothing,L,No,No
63,Male,Clothing,M,No,No
56,Male,Outerwear,L,No,No
20,Male,Clothing,M,No,No
58,Male,Clothing,M,No,No
34,Male,Footwear,XL,No,No
28,Male,Clothing,S,No,No
22,Male,Outerwear,L,No,No
37,Male,Accessories,S,No,No
54,Male,Footwear,M,No,No
65,Male,Clothing,M,No,No
57,Male,Footwear,M,No,No
38,Male,Clothing,S,No,No
70,Male,Footwear,M,No,No
56,Male,Accessories,M,No,No
56,Male,Clothing,M,No,No
22,Male,Clothing,S,No,No
57,Male,Accessories,M,No,No
53,Male,Clothing,L,No,No
53,Male,Clothing,L,No,No
19,Male,Accessories,S,No,No
49,Male,Accessories,L,No,No
44,Male,Accessories,M,No,No
27,Male,Clothing,M,No,No
60,Male,Clothing,XL,No,No
62,Male,Accessories,L,No,No
52,Male,Footwear,S,No,No
30,Male,Footwear,L,No,No
66,Male,Clothing,L,No,No
29,Male,Accessories,M,No,No
24,Male,Clothing,M,No,No
51,Male,Footwear,M,No,No
67,Male,Clothing,M,No,No
50,Male,Footwear,XL,No,No
37,Male,Clothing,M,No,No
69,Male,Accessories,L,No,No
60,Male,Accessories,L,No,No
21,Male,Accessories,XL,No,No
44,Male,Clothing,L,No,No
26,Male,Accessories,L,No,No
40,Male,Accessories,M,No,No
41,Male,Accessories,M,No,No
62,Male,Footwear,M,No,No
39,Male,Clothing,M,No,No
53,Male,Accessories,L,No,No
24,Male,Clothing,L,No,No
41,Male,Accessories,M,No,No
19,Male,Clothing,L,No,No
36,Male,Accessories,M,No,No
21,Male,Clothing,M,No,No
25,Male,Outerwear,M,No,No
65,Male,Clothing,XL,No,No
42,Male,Clothing,M,No,No
40,Male,Clothing,L,No,No
58,Male,Clothing,M,No,No
40,Male,Footwear,L,No,No
62,Male,Clothing,M,No,No
38,Male,Clothing,M,No,No
37,Male,Accessories,L,No,No
65,Male,Outerwear,M,No,No
55,Male,Clothing,L,No,No
43,Male,Accessories,M,No,No
43,Male,Footwear,M,No,No
45,Male,Accessories,M,No,No
64,Male,Clothing,M,No,No
28,Male,Clothing,L,No,No
69,Male,Clothing,XL,No,No
54,Male,Accessories,M,No,No
52,Male,Clothing,M,No,No
23,Male,Footwear,XL,No,No
26,Male,Accessories,L,No,No
48,Male,Footwear,M,No,No
49,Male,Clothing,M,No,No
53,Male,Outerwear,M,No,No
69,Male,Clothing,XL,No,No
26,Male,Clothing,M,No,No
21,Male,Outerwear,XL,No,No
59,Male,Footwear,S,No,No
21,Male,Accessories,M,No,No
22,Male,Clothing,S,No,No
26,Male,Clothing,M,No,No
41,Male,Outerwear,S,No,No
37,Male,Footwear,L,No,No
30,Male,Accessories,M,No,No
49,Male,Accessories,M,No,No
49,Male,Accessories,M,No,No
58,Male,Footwear,S,No,No
70,Male,Outerwear,M,No,No
27,Male,Outerwear,M,No,No
65,Male,Clothing,M,No,No
57,Male,Footwear,XL,No,No
20,Male,Outerwear,XL,No,No
34,Male,Clothing,S,No,No
59,Male,Outerwear,M,No,No
54,Male,Clothing,M,No,No
36,Male,Accessories,M,No,No
21,Male,Footwear,S,No,No
52,Male,Clothing,M,No,No
43,Male,Footwear,XL,No,No
32,Male,Clothing,S,No,No
55,Male,Accessories,M,No,No
31,Male,Clothing,M,No,No
45,Male,Accessories,M,No,No
53,Male,Clothing,L,No,No
24,Male,Accessories,M,No,No
47,Male,Accessories,S,No,No
63,Male,Accessories,M,No,No
38,Male,Clothing,L,No,No
59,Male,Clothing,L,No,No
54,Male,Accessories,S,No,No
26,Male,Outerwear,S,No,No
68,Male,Clothing,M,No,No
41,Male,Clothing,M,No,No
68,Male,Clothing,L,No,No
21,Male,Clothing,XL,No,No
32,Male,Accessories,M,No,No
20,Male,Accessories,L,No,No
59,Male,Clothing,M,No,No
53,Male,Accessories,M,No,No
66,Male,Clothing,L,No,No
47,Male,Clothing,L,No,No
58,Male,Clothing,S,No,No
28,Male,Accessories,L,No,No
68,Male,Clothing,XL,No,No
60,Male,Clothing,XL,No,No
47,Male,Outerwear,L,No,No
18,Male,Footwear,M,No,No
32,Male,Clothing,S,No,No
27,Male,Clothing,M,No,No
65,Male,Clothing,L,No,No
68,Male,Footwear,M,No,No
55,Male,Clothing,XL,No,No
30,Male,Footwear,M,No,No
24,Male,Clothing,M,No,No
57,Male,Clothing,M,No,No
23,Male,Clothing,M,No,No
69,Male,Clothing,S,No,No
60,Male,Accessories,M,No,No
25,Male,Accessories,L,No,No
18,Male,Clothing,S,No,No
37,Male,Clothing,S,No,No
61,Male,Clothing,XL,No,No
41,Male,Accessories,XL,No,No
69,Male,Accessories,S,No,No
32,Male,Clothing,S,No,No
60,Male,Clothing,M,No,No
43,Male,Clothing,M,No,No
61,Male,Clothing,L,No,No
57,Male,Footwear,L,No,No
56,Male,Accessories,XL,No,No
66,Male,Outerwear,M,No,No
52,Male,Clothing,M,No,No
63,Male,Accessories,M,No,No
50,Male,Accessories,S,No,No
21,Male,Clothing,S,No,No
42,Male,Footwear,S,No,No
40,Male,Accessories,XL,No,No
67,Male,Accessories,S,No,No
35,Male,Accessories,M,No,No
18,Male,Outerwear,S,No,No
52,Male,Clothing,L,No,No
59,Male,Accessories,M,No,No
49,Male,Clothing,M,No,No
46,Male,Clothing,L,No,No
69,Male,Footwear,M,No,No
56,Male,Clothing,M,No,No
27,Male,Accessories,M,No,No
57,Male,Clothing,XL,No,No
58,Male,Footwear,M,No,No
23,Male,Footwear,XL,No,No
19,Male,Clothing,M,No,No
40,Male,Outerwear,L,No,No
54,Male,Accessories,M,No,No
50,Male,Clothing,M,No,No
69,Male,Accessories,L,No,No
42,Male,Accessories,L,No,No
37,Male,Clothing,M,No,No
46,Male,Clothing,XL,No,No
64,Male,Clothing,L,No,No
20,Male,Footwear,XL,No,No
40,Male,Outerwear,L,No,No
64,Male,Outerwear,L,No,No
29,Male,Accessories,M,No,No
20,Male,Accessories,S,No,No
43,Male,Accessories,S,No,No
60,Male,Outerwear,M,No,No
39,Male,Clothing,M,No,No
47,Male,Clothing,S,No,No
19,Male,Clothing,M,No,No
52,Male,Accessories,S,No,No
34,Male,Accessories,M,No,No
25,Male,Clothing,S,No,No
43,Male,Footwear,M,No,No
55,Male,Clothing,S,No,No
66,Male,Accessories,S,No,No
41,Male,Accessories,XL,No,No
47,Male,Outerwear,S,No,No
51,Male,Accessories,L,No,No
44,Male,Outerwear,M,No,No
18,Male,Accessories,M,No,No
33,Male,Footwear,M,No,No
24,Male,Accessories,M,No,No
33,Male,Accessories,M,No,No
61,Male,Accessories,M,No,No
27,Male,Accessories,L,No,No
46,Male,Clothing,M,No,No
38,Male,Footwear,L,No,No
63,Male,Footwear,L,No,No
47,Male,Outerwear,M,No,No
42,Male,Accessories,L,No,No
41,Male,Outerwear,M,No,No
53,Male,Footwear,XL,No,No
29,Male,Footwear,M,No,No
61,Male,Accessories,XL,No,No
69,Male,Accessories,M,No,No
51,Male,Accessories,M,No,No
24,Male,Clothing,M,No,No
24,Male,Clothing,XL,No,No
70,Male,Clothing,L,No,No
49,Male,Clothing,M,No,No
48,Male,Accessories,S,No,No
58,Male,Footwear,M,No,No
32,Male,Clothing,L,No,No
57,Male,Clothing,XL,No,No
69,Male,Accessories,XL,No,No
42,Male,Accessories,L,No,No
30,Male,Clothing,S,No,No
35,Male,Accessories,S,No,No
19,Male,Accessories,XL,No,No
52,Male,Clothing,XL,No,No
42,Male,Clothing,M,No,No
36,Male,Footwear,XL,No,No
45,Male,Accessories,L,No,No
54,Male,Clothing,M,No,No
54,Male,Clothing,M,No,No
27,Male,Accessories,M,No,No
53,Male,Clothing,M,No,No
20,Male,Clothing,M,No,No
52,Male,Clothing,L,No,No
54,Male,Accessories,M,No,No
65,Male,Clothing,M,No,No
43,Male,Clothing,S,No,No
57,Male,Clothing,M,No,No
19,Male,Clothing,S,No,No
69,Male,Clothing,M,No,No
26,Male,Clothing,L,No,No
57,Male,Accessories,L,No,No
20,Male,Outerwear,L,No,No
55,Male,Accessories,M,No,No
44,Male,Accessories,M,No,No
52,Male,Clothing,M,No,No
57,Male,Accessories,M,No,No
40,Male,Outerwear,S,No,No
23,Male,Clothing,XL,No,No
36,Male,Clothing,S,No,No
59,Male,Clothing,L,No,No
29,Male,Clothing,XL,No,No
63,Male,Clothing,L,No,No
60,Male,Accessories,XL,No,No
64,Male,Accessories,XL,No,No
63,Male,Accessories,M,No,No
21,Male,Accessories,M,No,No
61,Male,Clothing,L,No,No
65,Male,Outerwear,M,No,No
69,Male,Clothing,M,No,No
47,Male,Clothing,M,No,No
41,Male,Clothing,M,No,No
68,Male,Footwear,L,No,No
41,Male,Footwear,XL,No,No
42,Male,Outerwear,L,No,No
66,Male,Accessories,M,No,No
66,Male,Clothing,M,No,No
33,Male,Outerwear,L,No,No
55,Male,Accessories,M,No,No
58,Male,Accessories,M,No,No
18,Male,Outerwear,M,No,No
49,Male,Clothing,M,No,No
61,Male,Footwear,XL,No,No
31,Male,Clothing,S,No,No
70,Male,Accessories,L,No,No
68,Male,Clothing,L,No,No
27,Male,Clothing,S,No,No
48,Male,Footwear,M,No,No
63,Male,Accessories,M,No,No
49,Male,Footwear,M,No,No
19,Male,Clothing,M,No,No
30,Male,Clothing,L,No,No
50,Male,Outerwear,XL,No,No
66,Male,Clothing,L,No,No
25,Male,Clothing,M,No,No
61,Male,Accessories,M,No,No
29,Male,Clothing,S,No,No
53,Male,Clothing,S,No,No
24,Male,Accessories,M,No,No
51,Male,Accessories,M,No,No
26,Male,Footwear,S,No,No
59,Male,Clothing,XL,No,No
41,Male,Outerwear,S,No,No
20,Male,Clothing,M,No,No
22,Male,Clothing,S,No,No
18,Male,Clothing,XL,No,No
30,Male,Clothing,L,No,No
25,Male,Accessories,XL,No,No
39,Male,Accessories,L,No,No
49,Male,Accessories,S,No,No
25,Male,Clothing,M,No,No
23,Male,Accessories,L,No,No
33,Male,Clothing,S,No,No
60,Male,Footwear,M,No,No
51,Male,Clothing,M,No,No
23,Male,Accessories,M,No,No
20,Male,Clothing,L,No,No
51,Male,Footwear,M,No,No
23,Female,Clothing,L,No,No
67,Female,Clothing,L,No,No
23,Female,Outerwear,S,No,No
26,Female,Accessories,M,No,No
52,Female,Clothing,L,No,No
52,Female,Clothing,M,No,No
52,Female,Accessories,XL,No,No
35,Female,Footwear,L,No,No
24,Female,Clothing,L,No,No
43,Female,Footwear,XL,No,No
25,Female,Clothing,M,No,No
46,Female,Footwear,L,No,No
22,Female,Accessories,L,No,No
70,Female,Clothing,L,No,No
49,Female,Footwear,S,No,No
48,Female,Footwear,M,No,No
59,Female,Outerwear,M,No,No
39,Female,Accessories,L,No,No
30,Female,Accessories,M,No,No
37,Female,Footwear,XL,No,No
56,Female,Footwear,M,No,No
67,Female,Clothing,M,No,No
40,Female,Accessories,S,No,No
24,Female,Clothing,M,No,No
43,Female,Accessories,M,No,No
45,Female,Clothing,L,No,No
33,Female,Accessories,M,No,No
53,Female,Clothing,S,No,No
44,Female,Clothing,L,No,No
23,Female,Footwear,L,No,No
59,Female,Footwear,L,No,No
68,Female,Accessories,M,No,No
46,Female,Clothing,M,No,No
56,Female,Footwear,M,No,No
40,Female,Clothing,M,No,No
61,Female,Clothing,M,No,No
53,Female,Accessories,XL,No,No
29,Female,Clothing,M,No,No
44,Female,Accessories,L,No,No
43,Female,Clothing,L,No,No
40,Female,Footwear,XL,No,No
55,Female,Footwear,L,No,No
66,Female,Accessories,M,No,No
50,Female,Accessories,M,No,No
57,Female,Outerwear,M,No,No
42,Female,Outerwear,L,No,No
55,Female,Clothing,M,No,No
25,Female,Footwear,M,No,No
22,Female,Clothing,XL,No,No
49,Female,Clothing,L,No,No
70,Female,Footwear,L,No,No
56,Female,Accessories,XL,No,No
52,Female,Clothing,L,No,No
65,Female,Outerwear,S,No,No
24,Female,Footwear,S,No,No
32,Female,Accessories,M,No,No
57,Female,Clothing,M,No,No
35,Female,Clothing,S,No,No
69,Female,Outerwear,L,No,No
30,Female,Accessories,L,No,No
37,Female,Outerwear,L,No,No
19,Female,Outerwear,M,No,No
53,Female,Clothing,S,No,No
25,Female,Footwear,XL,No,No
47,Female,Footwear,L,No,No
18,Female,Accessories,XL,No,No
22,Female,Clothing,M,No,No
69,Female,Clothing,S,No,No
55,Female,Accessories,M,No,No
19,Female,Footwear,S,No,No
23,Female,Accessories,M,No,No
54,Female,Footwear,XL,No,No
52,Female,Footwear,M,No,No
64,Female,Accessories,S,No,No
33,Female,Accessories,L,No,No
40,Female,Clothing,L,No,No
26,Female,Clothing,M,No,No
31,Female,Accessories,S,No,No
23,Female,Accessories,M,No,No
52,Female,Accessories,M,No,No
21,Female,Clothing,L,No,No
31,Female,Accessories,M,No,No
63,Female,Clothing,XL,No,No
46,Female,Clothing,M,No,No
44,Female,Clothing,M,No,No
57,Female,Accessories,S,No,No
50,Female,Footwear,M,No,No
33,Female,Clothing,XL,No,No
19,Female,Accessories,M,No,No
68,Female,Clothing,L,No,No
27,Female,Footwear,M,No,No
61,Female,Accessories,S,No,No
38,Female,Clothing,M,No,No
28,Female,Footwear,M,No,No
39,Female,Clothing,M,No,No
18,Female,Clothing,M,No,No
24,Female,Outerwear,L,No,No
64,Female,Outerwear,M,No,No
51,Female,Footwear,L,No,No
27,Female,Clothing,S,No,No
48,Female,Clothing,S,No,No
69,Female,Accessories,M,No,No
59,Female,Accessories,L,No,No
59,Female,Accessories,M,No,No
42,Female,Accessories,L,No,No
39,Female,Accessories,XL,No,No
32,Female,Clothing,M,No,No
68,Female,Footwear,M,No,No
41,Female,Clothing,S,No,No
31,Female,Footwear,M,No,No
58,Female,Clothing,M,No,No
28,Female,Accessories,M,No,No
63,Female,Clothing,XL,No,No
64,Female,Accessories,M,No,No
66,Female,Clothing,M,No,No
31,Female,Clothing,M,No,No
55,Female,Clothing,M,No,No
32,Female,Clothing,L,No,No
50,Female,Footwear,S,No,No
58,Female,Outerwear,S,No,No
18,Female,Accessories,L,No,No
39,Female,Clothing,S,No,No
56,Female,Footwear,L,No,No
37,Female,Clothing,L,No,No
46,Female,Accessories,L,No,No
52,Female,Clothing,M,No,No
70,Female,Accessories,L,No,No
61,Female,Accessories,L,No,No
33,Female,Footwear,M,No,No
65,Female,Footwear,M,No,No
41,Female,Accessories,S,No,No
19,Female,Clothing,M,No,No
33,Female,Clothing,M,No,No
53,Female,Clothing,S,No,No
54,Female,Accessories,M,No,No
36,Female,Footwear,XL,No,No
56,Female,Footwear,M,No,No
28,Female,Clothing,L,No,No
34,Female,Clothing,M,No,No
43,Female,Accessories,M,No,No
54,Female,Clothing,L,No,No
37,Female,Footwear,M,No,No
33,Female,Outerwear,M,No,No
33,Female,Accessories,M,No,No
55,Female,Outerwear,M,No,No
63,Female,Accessories,M,No,No
52,Female,Clothing,XL,No,No
23,Female,Clothing,L,No,No
70,Female,Clothing,L,No,No
64,Female,Clothing,M,No,No
22,Female,Outerwear,L,No,No
46,Female,Clothing,M,No,No
65,Female,Clothing,M,No,No
18,Female,Accessories,S,No,No
45,Female,Clothing,L,No,No
56,Female,Clothing,M,No,No
49,Female,Clothing,M,No,No
66,Female,Clothing,XL,No,No
27,Female,Clothing,M,No,No
69,Female,Outerwear,M,No,No
66,Female,Clothing,XL,No,No
45,Female,Clothing,S,No,No
31,Female,Clothing,L,No,No
33,Female,Clothing,L,No,No
43,Female,Clothing,M,No,No
25,Female,Accessories,XL,No,No
46,Female,Clothing,M,No,No
67,Female,Clothing,L,No,No
26,Female,Accessories,L,No,No
35,Female,Footwear,L,No,No
61,Female,Clothing,S,No,No
26,Female,Clothing,M,No,No
39,Female,Accessories,M,No,No
69,Female,Accessories,M,No,No
32,Female,Accessories,L,No,No
20,Female,Clothing,M,No,No
25,Female,Accessories,L,No,No
56,Female,Accessories,XL,No,No
63,Female,Clothing,L,No,No
34,Female,Clothing,L,No,No
29,Female,Accessories,M,No,No
43,Female,Clothing,M,No,No
39,Female,Outerwear,M,No,No
33,Female,Clothing,S,No,No
51,Female,Clothing,M,No,No
65,Female,Footwear,M,No,No
51,Female,Outerwear,M,No,No
70,Female,Accessories,L,No,No
40,Female,Clothing,L,No,No
19,Female,Clothing,XL,No,No
28,Female,Outerwear,L,No,No
51,Female,Clothing,M,No,No
32,Female,Accessories,M,No,No
26,Female,Accessories,L,No,No
50,Female,Clothing,XL,No,No
68,Female,Accessories,L,No,No
33,Female,Footwear,L,No,No
56,Female,Outerwear,M,No,No
57,Female,Clothing,M,No,No
58,Female,Clothing,L,No,No
40,Female,Accessories,M,No,No
37,Female,Accessories,M,No,No
36,Female,Footwear,M,No,No
29,Female,Footwear,S,No,No
65,Female,Outerwear,M,No,No
44,Female,Clothing,S,No,No
34,Female,Clothing,L,No,No
31,Female,Clothing,L,No,No
28,Female,Clothing,M,No,No
66,Female,Outerwear,M,No,No
68,Female,Outerwear,S,No,No
37,Female,Clothing,M,No,No
58,Female,Clothing,S,No,No
28,Female,Clothing,M,No,No
54,Female,Clothing,S,No,No
21,Female,Footwear,L,No,No
45,Female,Accessories,M,No,No
57,Female,Clothing,M,No,No
47,Female,Accessories,M,No,No
46,Female,Clothing,S,No,No
63,Female,Accessories,L,No,No
44,Female,Clothing,M,No,No
36,Female,Clothing,L,No,No
24,Female,Clothing,M,No,No
65,Female,Clothing,M,No,No
32,Female,Clothing,M,No,No
63,Female,Clothing,L,No,No
62,Female,Clothing,XL,No,No
19,Female,Clothing,L,No,No
38,Female,Accessories,M,No,No
59,Female,Clothing,L,No,No
22,Female,Clothing,XL,No,No
55,Female,Footwear,M,No,No
29,Female,Accessories,M,No,No
42,Female,Accessories,L,No,No
23,Female,Footwear,L,No,No
70,Female,Clothing,L,No,No
64,Female,Accessories,M,No,No
39,Female,Clothing,M,No,No
47,Female,Clothing,XL,No,No
22,Female,Clothing,M,No,No
69,Female,Accessories,S,No,No
35,Female,Accessories,S,No,No
56,Female,Clothing,L,No,No
30,Female,Clothing,M,No,No
43,Female,Outerwear,L,No,No
23,Female,Footwear,XL,No,No
50,Female,Footwear,M,No,No
41,Female,Clothing,XL,No,No
41,Female,Clothing,L,No,No
27,Female,Footwear,S,No,No
38,Female,Accessories,S,No,No
41,Female,Footwear,M,No,No
58,Female,Accessories,L,No,No
58,Female,Outerwear,M,No,No
19,Female,Accessories,XL,No,No
43,Female,Clothing,M,No,No
27,Female,Accessories,M,No,No
32,Female,Accessories,M,No,No
28,Female,Clothing,XL,No,No
48,Female,Footwear,M,No,No
43,Female,Outerwear,L,No,No
45,Female,Clothing,M,No,No
26,Female,Clothing,M,No,No
62,Female,Clothing,M,No,No
58,Female,Clothing,XL,No,No
19,Female,Accessories,S,No,No
64,Female,Footwear,L,No,No
33,Female,Accessories,XL,No,No
20,Female,Accessories,M,No,No
45,Female,Accessories,L,No,No
28,Female,Clothing,M,No,No
47,Female,Clothing,L,No,No
54,Female,Clothing,M,No,No
64,Female,Accessories,M,No,No
45,Female,Clothing,M,No,No
40,Female,Accessories,L,No,No
31,Female,Clothing,XL,No,No
38,Female,Clothing,M,No,No
36,Female,Accessories,M,No,No
65,Female,Accessories,L,No,No
27,Female,Accessories,M,No,No
38,Female,Accessories,M,No,No
58,Female,Footwear,XL,No,No
31,Female,Clothing,M,No,No
28,Female,Accessories,M,No,No
28,Female,Accessories,M,No,No
32,Female,Clothing,M,No,No
61,Female,Accessories,L,No,No
38,Female,Clothing,L,No,No
54,Female,Clothing,M,No,No
29,Female,Clothing,M,No,No
50,Female,Footwear,XL,No,No
32,Female,Accessories,M,No,No
38,Female,Clothing,L,No,No
52,Female,Accessories,L,No,No
61,Female,Clothing,M,No,No
25,Female,Accessories,M,No,No
22,Female,Clothing,S,No,No
47,Female,Accessories,L,No,No
50,Female,Accessories,M,No,No
45,Female,Clothing,M,No,No
33,Female,Clothing,M,No,No
42,Female,Footwear,M,No,No
52,Female,Clothing,M,No,No
69,Female,Accessories,S,No,No
55,Female,Clothing,M,No,No
38,Female,Accessories,L,No,No
57,Female,Outerwear,S,No,No
33,Female,Clothing,S,No,No
57,Female,Clothing,L,No,No
52,Female,Footwear,M,No,No
44,Female,Outerwear,S,No,No
48,Female,Accessories,M,No,No
52,Female,Footwear,L,No,No
34,Female,Footwear,L,No,No
26,Female,Clothing,S,No,No
36,Female,Accessories,S,No,No
24,Female,Accessories,M,No,No
30,Female,Accessories,L,No,No
31,Female,Outerwear,S,No,No
25,Female,Footwear,M,No,No
57,Female,Footwear,XL,No,No
61,Female,Accessories,XL,No,No
30,Female,Outerwear,M,No,No
38,Female,Clothing,L,No,No
53,Female,Clothing,S,No,No
31,Female,Clothing,L,No,No
70,Female,Accessories,L,No,No
21,Female,Clothing,L,No,No
33,Female,Clothing,M,No,No
60,Female,Clothing,M,No,No
45,Female,Accessories,L,No,No
46,Female,Accessories,S,No,No
62,Female,Accessories,S,No,No
63,Female,Clothing,L,No,No
69,Female,Clothing,S,No,No
46,Female,Accessories,XL,No,No
69,Female,Clothing,M,No,No
66,Female,Clothing,L,No,No
41,Female,Clothing,M,No,No
32,Female,Outerwear,L,No,No
69,Female,Clothing,S,No,No
29,Female,Clothing,M,No,No
70,Female,Accessories,M,No,No
41,Female,Clothing,S,No,No
31,Female,Clothing,M,No,No
31,Female,Accessories,S,No,No
57,Female,Footwear,M,No,No
29,Female,Outerwear,L,No,No
70,Female,Accessories,M,No,No
51,Female,Clothing,M,No,No
45,Female,Clothing,M,No,No
18,Female,Clothing,XL,No,No
37,Female,Clothing,M,No,No
23,Female,Accessories,L,No,No
39,Female,Footwear,M,No,No
62,Female,Accessories,M,No,No
70,Female,Accessories,M,No,No
20,Female,Accessories,S,No,No
42,Female,Accessories,M,No,No
41,Female,Clothing,L,No,No
24,Female,Clothing,M,No,No
37,Female,Accessories,XL,No,No
30,Female,Clothing,L,No,No
58,Female,Accessories,S,No,No
43,Female,Footwear,M,No,No
19,Female,Outerwear,M,No,No
23,Female,Clothing,S,No,No
65,Female,Accessories,S,No,No
58,Female,Footwear,M,No,No
50,Female,Accessories,M,No,No
67,Female,Clothing,S,No,No
40,Female,Footwear,XL,No,No
55,Female,Clothing,L,No,No
52,Female,Clothing,XL,No,No
62,Female,Clothing,L,No,No
64,Female,Clothing,M,No,No
43,Female,Footwear,XL,No,No
61,Female,Clothing,L,No,No
26,Female,Accessories,XL,No,No
22,Female,Clothing,L,No,No
51,Female,Footwear,L,No,No
69,Female,Accessories,M,No,No
50,Female,Clothing,S,No,No
51,Female,Accessories,L,No,No
56,Female,Accessories,M,No,No
59,Female,Clothing,L,No,No
18,Female,Accessories,M,No,No
48,Female,Accessories,M,No,No
53,Female,Outerwear,L,No,No
45,Female,Accessories,S,No,No
21,Female,Footwear,M,No,No
42,Female,Clothing,L,No,No
60,Female,Footwear,M,No,No
21,Female,Footwear,M,No,No
69,Female,Accessories,M,No,No
40,Female,Accessories,L,No,No
31,Female,Outerwear,S,No,No
44,Female,Accessories,L,No,No
48,Female,Footwear,XL,No,No
32,Female,Footwear,L,No,No
42,Female,Footwear,S,No,No
27,Female,Footwear,M,No,No
69,Female,Accessories,M,No,No
67,Female,Accessories,M,No,No
41,Female,Accessories,S,No,No
46,Female,Clothing,L,No,No
47,Female,Outerwear,S,No,No
33,Female,Clothing,L,No,No
51,Female,Accessories,L,No,No
26,Female,Accessories,L,No,No
22,Female,Accessories,S,No,No
49,Female,Outerwear,M,No,No
58,Female,Clothing,L,No,No
70,Female,Accessories,S,No,No
32,Female,Footwear,M,No,No
62,Female,Clothing,L,No,No
52,Female,Footwear,XL,No,No
23,Female,Clothing,L,No,No
26,Female,Accessories,L,No,No
58,Female,Clothing,L,No,No
26,Female,Footwear,L,No,No
54,Female,Clothing,XL,No,No
66,Female,Accessories,M,No,No
60,Female,Clothing,S,No,No
32,Female,Accessories,M,No,No
48,Female,Accessories,M,No,No
69,Female,Clothing,L,No,No
64,Female,Footwear,L,No,No
56,Female,Clothing,M,No,No
22,Female,Clothing,S,No,No
46,Female,Accessories,S,No,No
24,Female,Clothing,L,No,No
47,Female,Accessories,M,No,No
62,Female,Clothing,M,No,No
34,Female,Clothing,M,No,No
50,Female,Footwear,L,No,No
29,Female,Clothing,M,No,No
68,Female,Clothing,L,No,No
52,Female,Accessories,L,No,No
29,Female,Clothing,L,No,No
22,Female,Footwear,M,No,No
62,Female,Accessories,S,No,No
69,Female,Clothing,L,No,No
48,Female,Footwear,M,No,No
66,Female,Clothing,L,No,No
42,Female,Clothing,S,No,No
50,Female,Accessories,L,No,No
32,Female,Accessories,S,No,No
51,Female,Outerwear,M,No,No
27,Female,Clothing,S,No,No
43,Female,Clothing,S,No,No
48,Female,Clothing,M,No,No
62,Female,Footwear,M,No,No
65,Female,Clothing,L,No,No
50,Female,Clothing,M,No,No
60,Female,Outerwear,M,No,No
19,Female,Accessories,L,No,No
21,Female,Accessories,XL,No,No
